Video.ID,URL,question,Text
lauren_parkerr-6511-59,https://www.tiktok.com/@lauren_parkerr/video/7098861055887117614,Is the text defending formula feeding?,"#pumpingmom #workingmom #breastfeadingmomma #mom #momsoftiktok #momtok #breastmilk #bottlefed #breastfed #fedisbest #nurse #nightshift #pumpingmama #breastfeedingisnatural #mama #makebottleswithme #fyp #chatwithme #fypシ #foryou All right, so it's Tuesday, which means this mama has to go to work. So we gotta make some bottles, huh, Payson? Gotta make some bottles. So I'm just mixing up the milk. Last night we made chocolate chip cookies, so. That's so good, right? What? Oh, my gosh. You know, the most frustrating thing, spilling everything is talking to companies for that supply. You know, your children's like, medical equipment. I'm calling them daily just to get something I've been waiting for for six months for Paxton. So I just keep getting more frustrated. So I finally just asked to speak to management. I think we're finally getting somewhere. So there's."
mikaelaladocki-48200-122,https://www.tiktok.com/@mikaelaladocki/video/7278899936320687361,Is the text defending formula feeding?,"Replying to @harpreet_1503 How I transitioned to formula feeding and a few tips to make it easier!  If you don't agree with formula feeding, that's totally okay, and you are entitled to your opinion! However, please refrain from dropping your opinions here - this is not the place 🙃 #formulafeeding #mixedfeeding #breastfeeding #breastfeedingstruggles #forumlafeedingmoms #formulafeedingtips #formulafeedinghacks #babybrezza #lactation #lowmilksupply #formulatransition #formulatransitiontips #momtok #momsoftiktok  How I transitioned my daughter onto formula and then a few things that I did before even going to formula to make my life easier. Giving them that first bottle of formula is by far the hardest part. Once you've overcome that first bottle, that first hurdle, formula feeding becomes a lot easier mentally and emotionally. I started by mixed feeding, so essentially I would still breastfeed and then if my daughter needed a top up, I'd give her a small amount of formula in a bottle. And then I just continued doing that till eventually our breastfeeding decreased and our formula top ups continued. And then event transition fully to formula. We will say we went through probably a one to two week period of fussiness just as she got used to it. Now, a few things I did to make the transition easier. When I knew I was going to start introducing formula, before I even started introducing it, I made sure I had all of the things at home that I needed and got formula. I went out and got bottles, I got my sterilizer out, then I washed all the bottles, sterilized all the bottles and had everything set up ready to go. At the time, I was using a baby brezza machine as well. So I got that out, cleaned it up, put the formula in, set it all up ready to go. This was before I was even using the formula, but it just made it so much easier when I made that switch because then I didn't have to think of the logistics and it just made the transition so much smoother because it allowed me to not have to think about the practicalities. Everything was already done, it was ready to go and I just had to implement the feeds. If you guys want to see the specific products that I use now to make my life with formula feeding easier, because I have changed a few things, let me know and I can do a video on the products that I love for formula feeding mums. The main thing and the most important thing that I did to help my formula feeding transition was just being kind to myself and being kind to my baby. Knowing that we're going through a transition, things might be a little patchy for a couple of days or a week or two weeks while we both get used to it. But just knowing even if you choose to feed your baby this, you're still worthy and you are still doing the best for your baby and your baby is well cared for. Don't worry about what anybody else tells you. If it's the right decision for you, just go for it."
momofrubies-1183-178,https://www.tiktok.com/@momofrubies/video/7105929407914872110,Is the text defending formula feeding?,#milkdonor #beware #exclusivepumping #pumpingmom #ReadyForHell #breastfeedingmom #psahm #breastmilk #liquidgold #spectrapump #workingmom #oversupplymom #cleaningpumpparts
naomivictoriaa-851-61,https://www.tiktok.com/@naomivictoriaa/video/7247410912196398378,Is the text defending formula feeding?,"Lets combine our milk & make a bottle before bed 😴😴 #pumpingmom #pumpwithme #latetok #latepumpingsession #latenightpump #exclusivelypumping #exclusivepumping #breastfeedingjourney #momsoftiktok #momtok #pumptok #oversupplymom #breastmilkstorage #milkstorage #pitchermethod #breastfeedingtok #phanpypump #phanpybreastpump #motherhoodunplugged  Late night pump and combined milk. W me. This pump was 9.5 ounces, bringing my total US to 48 today. Oh, yeah. I want you to do it again. I want you to pick up the pen and write me into the story. Time to swirl the milk. Combine the fat. Trying to meet you at the altar. Working on being softer, O had to swirl the milk again. There was so much fat stuck to the sides. I do not mix my fresh pumped milk with all the cold milk. Good night, y'all."
ninasand16-10200-88,https://www.tiktok.com/@ninasand16/video/7321230198098136366,Is the text defending formula feeding?,"I felt so dumb not knowing anything about milk storage but i know i am not the only one. But that also made me feel guilty 😭  #babyroutine #newbornroutine #firsttimeparents #newparents #newtiktok #thingsididntknow #babyjafra #contentcreator #newcontent #momcontent #minivlog #latinavlog #fyp #firsttimemom #firsttimemomtips #newmommy #momsoftiktok #momlife #momtok #breastfeeding #breastfeedingjourney #milkstoragetips #milkstorage #viral  Another thing they don't tell you about breastfeeding milk. How do you store your milk? I had no idea. Nobody ever sat me down and said, hey, this is how you store the milk. You can't mix hot with cold. It has the room temperature. How many days it could be in the fridge? Nobody told me that. I had to learn for myself. Sure, I thought about it when I was pregnant. I'll learn. I'll learn. I didn't learn to the day I started even producing enough milk to keep it in the fridge. I am not an over supplier. I'm not an under supplier. I'm basically getting my baby fed. Do I wish I could produce more milk? Absolutely. Do I want to be an overproducer? No. That's a lot of work. Breastfeeding in itself is a lot of work. Like, you see so many moms that are like, over producers or you know, that they buy a second freezer because they have so much milk. I don't like that. Kind of makes me feel guilty in a sense. Like, damn, like I don't have a good milk supply in the freezer. I just feel like you always have mom guilt. Even though the baby is perfectly fine. There's something in the back of your head where you're just like, constantly have like this small mom guilt and it fucking sucks. And you0 are going through postpartum, girl."
prymedyme-1399-44,https://www.tiktok.com/@prymedyme/video/7070333895589481774,Is the text defending formula feeding?,"Same ole thing just a different day! #breastfeedingmama #breastpumpingmama #fyp #breastmilk #milkstorage #medela #breastisbest Hey mamas. What's up ladies? So here's the milk that I'll be freezing today. I'm writing my daughter's name, date and amount on each bag, and I'm still freezing them in five ounce increments. So my daughter will be eight months on the 10th. And I'm thinking about finally trying to lose weight, and I want to see if I can do so without it affecting my milk supply. So let me know if you want me to document that journey. During this session, I was able to fill 10 bags, so that's 50 ounces of milk. And I had 3 ounces left over that I'll probably just be using to make in her baby food. Next, I wash her bottles and think a little bit more on my weight loss goals. And then I throw in the milk to flat freeze. Stay tuned for the story time about how I deliver my daughter at home after being misdiagnosed."
sammijean29-392-12,https://www.tiktok.com/@sammijean29/video/7230968229840178478,Is the text defending formula feeding?,But it looks so pretty #bottlecleaning #bottlecleaninghack #cleaningpumpparts #cleaningpumptips #momlife #ocd #ocdproblems #realmom #kiindebottles #kiindetwist #medelapump #upslifepump #mommedpump  Does anyone else's OCD kick in when they do bump? Part washing and bottle. Part washing and it has to all look like this.
shelbyphelps24-61200-191,https://www.tiktok.com/@shelbyphelps24/video/7260646819141602602,Is the text defending formula feeding?,"Why I chose to exclusively pump. 🍼 This wasn’t the journey I imagined and I still feel sad that I didn’t nurse my daughter, but I’m thankful for all that I have been able to provide for her. 💕 #firsttimemom #ftm #exclusivepumping #exclusivepumper #overproducer #pitchermethod #bagmilkwithme #frozenmilk #baggingmilk #milkstorage #pumpingmom #pumpingmama #freezerstash #milkbricks #pumptok #spectrapump  Hey, everyone, come along with me as we bag some milk from the last few days. I wanted to talk about my journey and why I choose to exclusively pump for my daughter. Before I gave birth, I was very open to any way of feeding her because I knew that the most important thing was just her being fed and gaining weight like she was supposed to. I had my pump all ready to go. My parts were sterilized, bottles cleaned, sterilized. I had formula if I needed it, and I also had all of my things for potentially trying to nurse her. I had a C section, and once we were moved to our postpartum room, I immediately started trying to nurse her. The nurses were really helpful and gave me a lot of advice, and I also had a lactation consultant. She was latching with a Shield, but after 24 hours, a nurse told me that the shield was a crutch and I shouldn't use it anymore. When I took the shield off, we started having latching issues. She would get really frustrated and that would also make me really frustrated because I wanted to be able to provide for her and I was really struggling. This only got worse when we went home and I was trying to recover at home. I was in a lot of pain physically and then also trying to nurse her on top of that and just having the latching issues was really stressful. We went to the doctor the next day to see how her weight gain was going, and she was 7 pounds, 2 ounces at birth. She had lost an entire pound at this point. This is three days postpartum and that was way more than they wanted her to lose. I got really scared because I felt like I was failing her. The pediatrician said that I could keep going and trying to nurse her. She set up appointments with a lactation consultant. She gave me tons of advice and I really appreciated that. But she also told me that if I wanted to try and pump and give her milk so I could see the ounces she was taking in, that's completely fine too. She even said that she was an exclusive pumper because she knew she was going to be returning to work with her children. Her being so upfront about it all was really comforting to me. We got home, I tried to nurse her. She wasn't latching, and so I made the decision that I needed to pump some milk to try and give to her for that feed. I gave her a two ounce bottle and she ate every single ounce of it. I'm pretty sure I cried at that moment because I was just so happy to know that she was eating. However, that happiness didn't necessarily last too long. When my daughter went down for her next nap, I remember sobbing to my husband because I told him I felt like pumping was going to be the journey I needed and I mourned the fact that I wasn't going to nurse her like I wanted. I didn't realize how emotional I was going to be making that decision and to this day I still feel guilt not nursing her but at the same time I do know that I am doing what's best for my daughter. No matter how you choose to feed your child, you're doing the best thing for them. Our nursing journey ended really early and to some people they may say, wow, you should have kept going. But for our family, my anxiety and my mental health, I'm very glad that I chose this bond pumping journey. I've been very lucky to not only provide nutrition for my daughter but also to donate some milk to a local mama too."
sofiarfloress-1740-116,https://www.tiktok.com/@sofiarfloress/video/7338218054532287786,Is the text defending formula feeding?,"A little update on were im at right now. Im so happy I didnt give up on a bad day! I feel as if I can finally BREATHE! The stress has left my body & it feels so good to be at peace !  We’ve reached 1000 followers & just wanted to say thank you! I never thought I would create content on tiktok but here we are, I love this little community of mothers. Women empowerment! I still remember the first mama on here to follow me! It was @KayCeeBabeeyyy✨🤍 ! So thank you so much for incorporating me into this community I didnt know existed ! 🤍✨ #exclusivelypumping #pumpingmom #liquidgold #zomeez2 #exclusivepumping #lactancia #lactation #milkstorage #pitchermethod #breastmilkstorage #pumpingmama  Hello to all of the beautiful mamas out there. I hope you guys are having a great day. I had recently shared with some of you guys that my milk supply had diminished a bit and honestly I was kind of freaking out about it. Whenever I see a slight diminish in my milk supply, my anxiety skyrockets. I know that's not good. I'm trying to work on it and be easier on myself, but I definitely have my moments where anxiety takes over. I was dealing with the stress of an overseas move and a medical screening all within such a small time frame, but thankfully we were able to push all of that back to May. So I feel as if all the stress in my body lifted up and is completely gone and that reflected upon my milk supply. Honestly, the human body is amazing and it still kind of baffles me what stre stress can do to your body. But yeah, I feel as if I can finally breathe. I saw another mama on her post and I can't remember what her name was and one of my favorite creators as well. Milkness. Never give up on a bad day. And yes, that is so right. It's okay to have bad days, but just never give up on one. We've also reached 1,000 followers, so I'm so happy because of that. I still remember the very first mama that followed me on here and that is Casey Baby. So Casey Baby, thank you so much for following me. You were the first one and yeah, you incorporated me into this wonderful community of mothers. So shout out to you and thank you to everybody else. Hope you all have a great day and enjoy this life. Update."
thatfamily77-4412-143,https://www.tiktok.com/@thatfamily77/video/7092146815197252906,Is the text defending formula feeding?,How many oz you think I got? #momsoftiktok #girlmom #ebf #milkstorage #breastfeedingisnatural #baggingmilk #momlife #10weekold
thatonemom_nadia-33900-44,https://www.tiktok.com/@thatonemom_nadia/video/7078718977903480110,Is the text defending formula feeding?,"Totally want a freezer stash going though! #postpartum #2monthsold #bdprincess4sure #babyz #pumpingmama #breastfeadingmomma #breastfeedingisnatural #help #advice #milkstorage #milkstash 💙 So I see all these moms on here that have a million of these, and this is my only one from March 16, and I'm about to defrost it right now and give it to my baby because his grandma's gonna be watching him. But it's crazy. Like, some of you guys have so many of these. I have one. My baby is 2 months old, and I'm, like, so proud of this one that I'm about to defrost for Little Nug. But, yeah, crazy. Y'all should be proud of yourselves. I, like, wish I could do that, but I can't. Four ounces defrosting."
theformulafairy-29900-40,https://www.tiktok.com/@theformulafairy/video/7083048296930954539,Is the text defending formula feeding?,Been meaning to do this for awhile! #formulafeedingmoms #formulamom #formulafeedingtips #formulafeedinghacks #formulamama #formulafedbaby #formulamoms #fedisbest
trainprettywithch-2275-79,https://www.tiktok.com/@trainprettywithch/video/7111742373037870382,Is the text defending formula feeding?,"#StJudeDadPhotos #fyp #pumpingmama #brownmomtok #breastfeadingmomma #breastfeedingisnatural #milksupplytips #breastfeedingmom #nightnurselife #fourthtrimester #pumpingatwork #lactatingmom Hey, queen mamas. So if you don't know, I'm a nurse. I've been a nurse for 10 years. I work third shift right here. You see me completing my first pump of the night, I believe. Right here I got definitely about 9 ounces. Yeah. So I just go into an empty room or an area and I just pump. Right here, I'm at my second pump of the night. I think this is around 2 in the morning. And if you don't know, between 1 and 4am you will get the most milk if you just get up and pump. But luckily I was already up third shift, so it was no problem. This one wasn't as much as the first one. I probably got about somewhere between 5 and 6 ounces from the second pump. And after this, I got one more pump left, and then I'll be ready to go home. Y'all hear her? Hey, Dolly. Abigail. Oh. So right here, I think I probably got four ounces, four and a half ounces from this pump. And then now I'm at home and I'm just showing you everything that I pumped. I'm gonna put it in the jar and go about my day. You got your."
youlingerie-4334-13,https://www.tiktok.com/@youlingerie/video/6970771588710960389,Is the text defending formula feeding?,"Breast milk storage! #breastfeedingisnatural #breasfedbabies #breastfeadingmomma #milksupply #milkstorage #baby #momtips #mommy #infant #foryou #fyp What's up, mamas? Here's how to store your breast milk. Freshly pumped breast milk, room temperature, four hours. Refrigerator 40 degrees. Up to four days in the freezer for up to nine months."
theformulafairy-56700-53,https://www.tiktok.com/@theformulafairy/video/7074162873806621994,Is the text defending formula feeding?,Finally got around to making this one! #formulafeeding #formulamoms #formulamom #formulamomma #formulafeedingtips #formulafeedinghacks #formulafedbaby #fedisbest #formulaisfood #formulamomhacks
autumnhitthejackpot-154600-142,https://www.tiktok.com/@autumnhitthejackpot/video/7187036688353578286,Is the text defending formula feeding?,"#makebottleswithme  Okay, let's make bottles for the day. I actually have therapy today. I am a regular therapy goer every two weeks for a few years now. Probably like five years. Ish. But I have not been to therapy since Lordy was born. Even when I was in the hospital for two and a half weeks before he was born, I still make. I still maintain therapy. I just did it like telehealth instead of going into the office, you know, because I couldn't leave the hospital. But once he was born and he was in the nicu, like, I really just didn't have time for it. And then we ran into the holidays, and then I was ready to go back to therapy after the first of the year, but my therapist was on vacation. So now we are finally meeting back up today, and I have to leave in almost exactly two hours. So that means I have two hours for Lordy to wake up so I can feed him, change him, and put him in his daytime clothes because he's still in his pajamas from last night. And then I need to blow dry my hair. I don't think I have time to blow dry my hair before he wakes up again, so I'm just gonna keep it in the towel until he's ready. I feel like I can accomplish those two things in two hours, though. But you never know. Things go off the rails in this house all the time lately. Ever since the baby was born, time is a little meaningless. Oh, I do need to pump in that time too. I almost forgot about that. In the next two hours, I need to feed the baby, put them in clothes, bludgeon my hair, and pump before I leave for my appointment. Look at this. I'm actually freezing. This is a lot of milk to freeze. Now, granted, I only made seven bottles, so that was an extra 3 ounces, but I think even without that, this is kind of a lot to freeze. This is, like, looks like exactly a cup and a half. Yesterday was probably close to the most milk I've ever pumped in a day. I don't know exactly because I don't keep track of how much I'm pumping unless I'm doing a what I pump in a day video. Those are the only days I actually track how many ounces and, like, keep a running total. Otherwise, as long as I'm getting. God damn it. As long as I. Otherwise, as long as I'm getting 3 ounces per pump, I like. I don't stress about it. I. I'm good because that's what he's eating per day. So If I do 3 ounces of pump. You know, I'm feeding him, but, I mean, pretty nice, right?"
babymamadiaries-1864-87,https://www.tiktok.com/@babymamadiaries/video/7134800255182343470,Is the text defending formula feeding?,"Day 3 of the pitcher method. Make some bottles with me! 🍼 #pitchermethod #bottle #makebottleswithme #milk #babymama #baby #mama #firsttimemom #newborn #fyp #WorldPrincessWeek All right. Little boy did not want to be anywhere but with me, so we're wearing him for a little bit today. Or a lot of it. We'll find out. As far as how yesterday went with prepping eight bottles in advance and then five extra ounces to the side. I just gave him his eighth bottle this morning, so it's, like, working out really well as far as when I need to start, you know, prepping for the next bottle, because I'm out of all of them. And then we didn't wind up using any extra ounces yesterday. We did the day before, so I'm still gonna do it today. I used 2 ounces of it for a milk bath. He has a little bit of a rash on his cheeks, so he did that in the bath last night. So I'm still gonna do that again today. I'm gonna just use the 3 ounces that I set aside yesterday for a bottle today, and then that way, the milk just gets used. So let's make some bottles."
casitadecata-1006-19,https://www.tiktok.com/@casitadecata/video/7234784107870358826,Is the text defending formula feeding?,🍼🍼🍼 #pump #pumpingmom #pumpingtips #pumpingmama #exclusivepumper #exclusivepumping #newmom #newmomtips #pov #postpartumjourney #fyp #foryoupage #newborn #momsoftiktok #momlife #momtok #exclusivepumpingmama #vlog #postpartumlife #postpartumrecovery #foryou #makebottleswithme #babybottles #bottleprepping 
deandraalyssa-2615-28,https://www.tiktok.com/@deandraalyssa/video/7149342426900024618,Is the text defending formula feeding?,"How many ounces do you think I bagged??? Answer at the end. #didyougetitright #breastmilk #baggingmilk #milkstorage #breastmilkbags #howmanyounces #playagame #fedisbest #breastfeeding #breastmilk #newbornlife #EndlessJourney #MadeWithKeurigContest  Let's play a game. How many ounces do you think I am bagging tonight? If you feel like playing, comment your answer and you will figure it out at the end. 44 ounces. Did you get it right?"
